OrderID,OrderDate,Customer,Region,Category,Product,SalesChannel,Quantity,UnitPrice,Discount,Revenue,Cost,Profit
1241,2025-05-21,PineTech,North,Office Supplies,Pens,Corporate,16,8.79,0.05,133.61,102.42,31.19
1242,2026-02-07,Citadel Services,North,Safety,Safety Glasses,Retail,5,25.48,0,127.4,92.18,35.22
1243,2025-05-04,Harbour Foods,Central,Technology,Router,Retail,2,103.9,0.1,187.02,126.83,60.19
1244,2025-07-18,Bluenose Retail,Central,Technology,Router,Retail,21,71.76,0.1,1356.26,1010.2,346.06
1245,2025-10-02,Maple Logistics,West,Technology,Monitor,Retail,22,106.73,0,2348.06,1763.24,584.82
1246,2026-02-16,Maple Logistics,North,Safety,Masks,Online,11,25.54,0,280.94,168.2,112.74
1247,2026-01-15,Maritime College,Central,Office Supplies,Notebooks,Corporate,20,14.31,0.1,257.58,195.88,61.7
1248,2025-06-14,Citadel Services,North,Furniture,Meeting Table,Corporate,21,171.27,0.05,3416.84,2161.9,1254.94
1249,2025-08-27,Maple Logistics,West,Office Supplies,Notebooks,Online,12,11.03,0,132.36,89.92,42.44
1250,2026-01-15,Maple Logistics,West,Technology,Monitor,Corporate,19,105.01,0.1,1795.67,1109.53,686.14
1251,2025-06-18,Citadel Services,Central,Technology,Laptop Stand,Retail,18,110.03,0.05,1881.51,1146.19,735.32
1252,2026-01-06,Maritime College,Central,Cleaning,Trash Bags,Corporate,12,14.73,0.15,150.25,99.51,50.74
1253,2025-11-25,Maple Logistics,Atlantic,Office Supplies,Printer Paper,Corporate,2,14.82,0.1,26.68,15.52,11.16
1254,2025-02-04,Bay Insurance,Central,Technology,Monitor,Corporate,15,91.32,0.15,1164.33,811.16,353.17
1255,2025-09-05,Northstar Labs,Atlantic,Cleaning,Sanitizer,Corporate,18,17.78,0,320.04,214.99,105.05
1256,2025-10-02,Maple Logistics,North,Furniture,Office Chair,Online,4,241.67,0.15,821.68,480.06,341.62
1257,2025-11-14,Maple Logistics,West,Safety,Safety Glasses,Retail,13,21.15,0.1,247.45,162.22,85.23
1258,2025-12-23,PineTech,Atlantic,Technology,Router,Corporate,21,117.01,0,2457.21,1580.51,876.7
1259,2025-10-10,Oceanview Hotel,Atlantic,Cleaning,Sanitizer,Corporate,6,13.64,0.1,73.66,51.44,22.22
1260,2025-10-17,Bluenose Retail,Central,Office Supplies,Printer Paper,Online,23,15.86,0.1,328.3,201.04,127.26
1261,2025-12-17,PineTech,Central,Furniture,Office Chair,Retail,1,247.15,0.15,210.08,122.51,87.57
1262,2025-02-09,Harbour Foods,Central,Furniture,Desk,Corporate,13,211.31,0.15,2334.98,1462.39,872.59
1263,2026-02-09,Bay Insurance,Atlantic,Office Supplies,Binders,Online,14,10.35,0,144.9,91.05,53.85
1264,2025-11-01,Oceanview Hotel,Atlantic,Cleaning,Disinfectant,Corporate,9,22.47,0.1,182.01,120.64,61.37
1265,2025-10-11,Northstar Labs,Central,Cleaning,Trash Bags,Corporate,19,20.92,0,397.48,289.21,108.27
1266,2026-02-13,Oceanview Hotel,Atlantic,Technology,Monitor,Retail,5,91.77,0,458.85,330.43,128.42
1267,2025-07-04,Bluenose Retail,Atlantic,Office Supplies,Printer Paper,Retail,15,11.42,0.05,162.74,93.33,69.41
1268,2025-04-06,Bay Insurance,North,Cleaning,Trash Bags,Online,1,13.73,0.15,11.67,6.67,5.0
1269,2026-02-06,Maritime College,Atlantic,Furniture,Meeting Table,Retail,14,174.86,0,2448.04,1754.54,693.5
1270,2025-05-05,Bluenose Retail,North,Safety,Masks,Online,5,24.87,0.05,118.13,78.37,39.76
1271,2025-03-27,Maple Logistics,North,Cleaning,Disinfectant,Retail,16,22.46,0.05,341.39,207.53,133.86
1272,2026-01-05,Bay Insurance,North,Cleaning,Paper Towels,Online,5,16.44,0.1,73.98,46.34,27.64
1273,2025-07-14,Bay Insurance,West,Furniture,Meeting Table,Retail,21,248.75,0,5223.75,3234.02,1989.73
1274,2025-12-22,Citadel Services,West,Technology,Laptop Stand,Online,13,130.92,0.05,1616.86,1162.56,454.3
1275,2025-10-22,Maritime College,North,Technology,Router,Retail,13,90.77,0.15,1003.01,597.75,405.26
1276,2025-04-03,Bluenose Retail,North,Safety,Gloves,Corporate,7,28.19,0.05,187.46,138.94,48.52
1277,2026-02-24,PineTech,Central,Cleaning,Trash Bags,Corporate,10,15.65,0,156.5,111.82,44.68
1278,2025-02-07,Oceanview Hotel,North,Cleaning,Trash Bags,Corporate,17,24.24,0.1,370.87,250.35,120.52
1279,2025-12-26,Acadia Health,Atlantic,Safety,Gloves,Online,22,32.63,0,717.86,501.65,216.21
1280,2025-10-16,Maritime College,North,Cleaning,Disinfectant,Online,1,13.84,0,13.84,9.24,4.6
1281,2025-10-13,Harbour Foods,North,Safety,Masks,Retail,13,28.68,0.15,316.91,224.63,92.28
1282,2025-06-26,Harbour Foods,Atlantic,Office Supplies,Notebooks,Retail,14,16.13,0,225.82,130.23,95.59
1283,2025-06-28,Citadel Services,North,Furniture,Filing Cabinet,Online,17,186.85,0.1,2858.8,1636.53,1222.27
1284,2025-06-13,Harbour Foods,Atlantic,Office Supplies,Binders,Corporate,4,8.59,0.05,32.64,22.82,9.82
1285,2026-01-15,PineTech,Central,Technology,Keyboard,Retail,18,94.85,0.1,1536.57,927.05,609.52
1286,2025-11-19,PineTech,North,Technology,Keyboard,Retail,1,115.54,0,115.54,75.49,40.05
1287,2025-07-19,Maritime College,Central,Office Supplies,Pens,Retail,25,14.31,0,357.75,244.27,113.48
1288,2025-04-06,Oceanview Hotel,Central,Furniture,Filing Cabinet,Retail,4,159.06,0.1,572.62,384.44,188.18
1289,2025-11-02,Northstar Labs,Atlantic,Cleaning,Trash Bags,Retail,12,23.25,0.15,237.15,139.84,97.31
1290,2025-11-11,Harbour Foods,Central,Safety,Gloves,Retail,4,24.28,0,97.12,57.5,39.62
1291,2025-09-19,Harbour Foods,Central,Cleaning,Trash Bags,Corporate,13,17.93,0.1,209.78,146.04,63.74
1292,2025-10-12,Oceanview Hotel,West,Technology,Laptop Stand,Online,6,87.42,0.1,472.07,326.89,145.18
1293,2025-01-05,Citadel Services,Central,Cleaning,Paper Towels,Retail,18,18.97,0.1,307.31,197.94,109.37
1294,2025-08-01,Northstar Labs,Central,Cleaning,Trash Bags,Online,19,12.99,0,246.81,152.33,94.48
1295,2025-04-26,Bluenose Retail,Central,Safety,Safety Glasses,Retail,19,34.15,0.1,583.97,395.02,188.95
1296,2025-10-21,PineTech,West,Office Supplies,Binders,Corporate,25,8.75,0.1,196.88,133.02,63.86
1297,2025-02-22,Bluenose Retail,Atlantic,Technology,Router,Retail,9,89.68,0,807.12,525.42,281.7
1298,2026-02-02,Maple Logistics,West,Technology,Keyboard,Corporate,20,108.58,0,2171.6,1502.13,669.47
1299,2026-02-21,Northstar Labs,West,Technology,Monitor,Corporate,9,106.19,0,955.71,596.78,358.93
1300,2025-05-29,Harbour Foods,Atlantic,Safety,Safety Glasses,Online,25,35.0,0,875.0,680.99,194.01
